查询序号,主题词,卡片名,命中结果数,最高分,一级主题,对应主题页,主题页路径,置信度,匹配分,匹配依据,相近主题词,相近卡片,备选主题页,命中词,主要书名,页码,是否有结果,处理建议,Claude检索建议,是否新增主题
1032,哲学大论战 基本态势 特点,1032_哲学大论战_基本态势_特点.md,1,26.13,论战与思想运动,思想论战与文化批判,论战与思想运动/思想论战与文化批判.md,低,10.0,自动主题组匹配：论战,哲学大论战 国际背景 国内根源(30.56)；大众哲学 特点 社会影响(12.94)；毛泽东哲学思想 特点 贡献(12.78)；改革开放 哲学研究 教学 特点(12.63)；马克思主义哲学 教科书传播 特点(12.38),1031_哲学大论战_国际背景_国内根源.md；0373_大众哲学_特点_社会影响.md；0626_毛泽东哲学思想_特点_贡献.md；0665_改革开放_哲学研究_教学_特点.md；0097_马克思主义哲学_教科书传播_特点.md,,哲学大论战、特点,马克思主义哲学在中国：传播、应用、形态、前景,113,是,先核验原卡片再使用,先查主题页《思想论战与文化批判》，再在 T3/T10 中检索：哲学大论战|基本态势|特点,否
1033,辩证唯物论 分歧 争论,1033_辩证唯物论_分歧_争论.md,3,41.4,理论方法,哲学基本范畴与辩证法原理,理论方法/哲学基本范畴与辩证法原理.md,低,8.0,二级自动主题组匹配：唯物论,历史唯物论 辩证唯物论 米丁(32.69)；李达 辩证唯物论 系统传播(32.14)；俄国 辩证唯物论 思想 介绍(32.14)；辩证唯物论 历史唯物论 传播体系(31.67)；辩证唯物主义 研讨 争论(17.69),1809_历史唯物论_辩证唯物论_米丁.md；0342_李达_辩证唯物论_系统传播.md；0909_俄国_辩证唯物论_思想_介绍.md；0057_辩证唯物论_历史唯物论_传播体系.md；0981_辩证唯物主义_研讨_争论.md,,辩证唯物论、分歧、争论,马克思主义哲学在中国：传播、应用、形态、前景；百年中国哲学革命；从“决裂论”到“土壤论”——新启蒙运动对马克思主义与中国传统文化关系的认识深化_崔海亮,138-140；190-192；3,是,先核验原卡片再使用,先查主题页《哲学基本范畴与辩证法原理》，再在 T3/T10 中检索：辩证唯物论|分歧|争论,否
1034,延安 干部 哲学学习教育,1034_延安_干部_哲学学习教育.md,3,31.53,新哲学大众化,青年教育与人生观,新哲学大众化/青年教育与人生观.md,中,20.0,自动主题组匹配：学习、教育,国统区 延安(12.08)；实事求是 思想路线 延安(11.47),1856_国统区_延安.md；0597_实事求是_思想路线_延安.md,,延安、干部,马克思主义哲学在中国：传播、应用、形态、前景；百年中国哲学革命；艾思奇全书（第2卷）,158-160；331-332；805-807,是,可按主题页优先检索,先查主题页《青年教育与人生观》，再在 T3/T10 中检索：延安|干部|哲学学习教育,否
1035,国统区 理论著述 马克思主义哲学,1035_国统区_理论著述_马克思主义哲学.md,3,52.26,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,低,10.0,自动主题组匹配：马克思,国统区 翻译介绍 马克思主义哲学(61.11)；马克思主义哲学 中国哲学(44.38)；马克思主义哲学 新理论形态 形成(44.21)；李达 马克思主义哲学 研究(43.82)；李达 马克思主义哲学 泰斗(43.82),0067_国统区_翻译介绍_马克思主义哲学.md；1823_马克思主义哲学_中国哲学.md；1020_马克思主义哲学_新理论形态_形成.md；0267_李达_马克思主义哲学_研究.md；0355_李达_马克思主义哲学_泰斗.md,,国统区、理论著述、马克思主义哲学,马克思主义哲学在中国：传播、应用、形态、前景；“新哲学”大众化运动研究；延安时期知识分子群体与马克思主义哲学大众化郭 - 2015 -,166-167；210；128,是,先核验原卡片再使用,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：国统区|理论著述|马克思主义哲学,否
1036,社会发展史 历史唯物论 学习,1036_社会发展史_历史唯物论_学习.md,3,51.0,理论方法,哲学基本范畴与辩证法原理,理论方法/哲学基本范畴与辩证法原理.md,低,10.0,自动主题组匹配：发展,历史唯物论 社会发展史 艾思奇(63.33)；社会发展史 历史唯物主义 学习运动(39.06)；社会发展史 历史唯物主义 宣传(38.33)；历史唯物论 辩证唯物论 米丁(31.25)；辩证唯物论 历史唯物论 传播体系(30.56),0374_历史唯物论_社会发展史_艾思奇.md；1342_社会发展史_历史唯物主义_学习运动.md；1223_社会发展史_历史唯物主义_宣传.md；1809_历史唯物论_辩证唯物论_米丁.md；0057_辩证唯物论_历史唯物论_传播体系.md,,社会发展史、历史唯物论、学习,马克思主义哲学在中国：传播、应用、形态、前景；马克思主义哲学史；《大众哲学》_马克思主义哲学大众化的经典范本_张立波,183-184；3-5；8,是,先核验原卡片再使用,先查主题页《哲学基本范畴与辩证法原理》，再在 T3/T10 中检索：社会发展史|历史唯物论|学习,否
1037,马列学院 哲学教学 经验总结,1037_马列学院_哲学教学_经验总结.md,3,43.0,学科史,哲学教学与学术制度建设,学科史/哲学教学与学术制度建设.md,中,20.0,二级自动主题组匹配：马列学院、哲学教学,马列学院 哲学教学 经验(60.45)；马克思主义哲学中国化 研究 经验总结(24.55),1343_马列学院_哲学教学_经验.md；1060_马克思主义哲学中国化_研究_经验总结.md,,马列学院、哲学教学、经验总结,马克思主义哲学史；马克思主义哲学在中国：传播、应用、形态、前景；“哲学上三次大论战”提法不宜继续使用,5-6；186-187；3,是,可按主题页优先检索,先查主题页《哲学教学与学术制度建设》，再在 T3/T10 中检索：马列学院|哲学教学|经验总结,否
1038,知识分子 思想改造 唯物论批判,1038_知识分子_思想改造_唯物论批判.md,3,39.36,当代反思,社会主义建设时期哲学讨论与反思,当代反思/社会主义建设时期哲学讨论与反思.md,低,10.0,二级自动主题组匹配：知识分子 思想改造,民主主义 知识分子 思潮(25.88)；延安时期 知识分子(24.69)；知识分子 社会主义 观察(24.17)；知识分子 阶级属性 地位作用(23.75)；知识分子 马克思主义大众化(23.75),1825_民主主义_知识分子_思潮.md；1704_延安时期_知识分子.md；1826_知识分子_社会主义_观察.md；1364_知识分子_阶级属性_地位作用.md；1701_知识分子_马克思主义大众化.md,,知识分子、思想改造,马克思主义哲学在中国：传播、应用、形态、前景；延安时期知识分子群体与马克思主义哲学大众化郭 - 2015 -；中国现代思想史论,190-192；130；6,是,先核验原卡片再使用,先查主题页《社会主义建设时期哲学讨论与反思》，再在 T3/T10 中检索：知识分子|思想改造|唯物论批判,否
1039,哲学解放 工农兵 学哲学,1039_哲学解放_工农兵_学哲学.md,3,47.73,当代反思,社会主义建设时期哲学讨论与反思,当代反思/社会主义建设时期哲学讨论与反思.md,中,36.0,二级自动主题组匹配：工农兵、学哲学、工农兵 学哲学、哲学解放,工农兵 学哲学 用哲学(42.5)；干部群众 学哲学 新中国(18.33),1040_工农兵_学哲学_用哲学.md；0663_干部群众_学哲学_新中国.md,,哲学解放、工农兵、学哲学,马克思主义哲学在中国：传播、应用、形态、前景；马克思主义哲学史；“新哲学”大众化运动研究,203-205；261-262；240,是,可按主题页优先检索,先查主题页《社会主义建设时期哲学讨论与反思》，再在 T3/T10 中检索：哲学解放|工农兵|学哲学,否
1040,工农兵 学哲学 用哲学,1040_工农兵_学哲学_用哲学.md,3,52.2,当代反思,社会主义建设时期哲学讨论与反思,当代反思/社会主义建设时期哲学讨论与反思.md,中,26.0,二级自动主题组匹配：工农兵、学哲学、工农兵 学哲学,哲学解放 工农兵 学哲学(42.5)；干部群众 学哲学 新中国(18.57),1039_哲学解放_工农兵_学哲学.md；0663_干部群众_学哲学_新中国.md,,工农兵、学哲学、用哲学,马克思主义哲学在中国：传播、应用、形态、前景；马克思主义哲学史；“新哲学”大众化运动研究,203-205；261-262；257,是,可按主题页优先检索,先查主题页《社会主义建设时期哲学讨论与反思》，再在 T3/T10 中检索：工农兵|学哲学|用哲学,否
1041,主观能动性 客观规律性 争论,1041_主观能动性_客观规律性_争论.md,3,46.6,理论方法,哲学基本范畴与辩证法原理,理论方法/哲学基本范畴与辩证法原理.md,中,30.0,自动主题组匹配：规律、主观、客观,思维与存在 同一性 争论(12.78)；辩证唯物论 分歧 争论(11.39)；历史唯物主义 研讨 争论(11.32)；辩证唯物主义 研讨 争论(11.32)；一分为二 合二而一 争论(11.32),1042_思维与存在_同一性_争论.md；1033_辩证唯物论_分歧_争论.md；0978_历史唯物主义_研讨_争论.md；0981_辩证唯物主义_研讨_争论.md；1043_一分为二_合二而一_争论.md,,主观能动性、客观规律性、争论,马克思主义哲学在中国：传播、应用、形态、前景；中国马克思主义学术史纲；马克思主义哲学史,209-210；148-150；262-264,是,可按主题页优先检索,先查主题页《哲学基本范畴与辩证法原理》，再在 T3/T10 中检索：主观能动性|客观规律性|争论,否
1042,思维与存在 同一性 争论,1042_思维与存在_同一性_争论.md,3,51.8,理论方法,哲学基本范畴与辩证法原理,理论方法/哲学基本范畴与辩证法原理.md,低,18.0,二级自动主题组匹配：思维与存在、同一性,思维与存在 同一性 讨论(55.91)；思维与存在 关系 哲学史(32.14)；矛盾 同一性 斗争性(18.57)；主观能动性 客观规律性 争论(12.78)；辩证唯物论 分歧 争论(11.56),1365_思维与存在_同一性_讨论.md；0941_思维与存在_关系_哲学史.md；1319_矛盾_同一性_斗争性.md；1041_主观能动性_客观规律性_争论.md；1033_辩证唯物论_分歧_争论.md,,思维与存在、同一性、争论,百年中国哲学革命；中国马克思主义学术史纲；马克思主义哲学史,190-192；146-148；264-288,是,先核验原卡片再使用,先查主题页《哲学基本范畴与辩证法原理》，再在 T3/T10 中检索：思维与存在|同一性|争论,否
1043,一分为二 合二而一 争论,1043_一分为二_合二而一_争论.md,3,49.17,理论方法,哲学基本范畴与辩证法原理,理论方法/哲学基本范畴与辩证法原理.md,中,26.0,自动主题组匹配：一分为二、合二而一,一分为二 合二为一 讨论(29.62)；辩证唯物论 分歧 争论(11.56)；历史唯物主义 研讨 争论(11.47)；辩证唯物主义 研讨 争论(11.47)；思维与存在 同一性 争论(11.47),1366_一分为二_合二为一_讨论.md；1033_辩证唯物论_分歧_争论.md；0978_历史唯物主义_研讨_争论.md；0981_辩证唯物主义_研讨_争论.md；1042_思维与存在_同一性_争论.md,,一分为二、合二而一、争论,百年中国哲学革命；中国马克思主义学术史纲；“哲学上三次大论战”提法不宜继续使用,192-194；172-174；2,是,可按主题页优先检索,先查主题页《哲学基本范畴与辩证法原理》，再在 T3/T10 中检索：一分为二|合二而一|争论,否
1044,马克思主义哲学体系 改造 创新,1044_马克思主义哲学体系_改造_创新.md,3,48.0,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,低,10.0,自动主题组匹配：马克思,教科书编写 创新 马克思主义哲学(19.72)；赎买政策 资本主义工商业 改造(12.27)；改造 责任(11.79)；改造 建设 结合(11.56)；和平改造 马克思主义哲学 应用(10.29),0935_教科书编写_创新_马克思主义哲学.md；1348_赎买政策_资本主义工商业_改造.md；2028_改造_责任.md；1350_改造_建设_结合.md；1051_和平改造_马克思主义哲学_应用.md,,马克思主义哲学体系、改造、创新,马克思主义哲学在中国：传播、应用、形态、前景；马克思主义哲学在中国传播与发展的百年历史（下）；马克思主义哲学中国化的历史进程,258-259；650-652；7,是,先核验原卡片再使用,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：马克思主义哲学体系|改造|创新,否
1045,价值观 价值哲学 马克思主义哲学,1045_价值观_价值哲学_马克思主义哲学.md,3,54.15,理论方法,马克思恩格斯经典文本与哲学关系,理论方法/马克思恩格斯经典文本与哲学关系.md,低,10.0,自动主题组匹配：马克思,大众哲学 马克思主义哲学 大众化(46.67)；冯友兰 新理学 马克思主义哲学(45.94)；马克思哲学 马克思主义哲学 关系论争(45.94)；马克思主义哲学 中国哲学(45.71)；大众哲学 马克思主义哲学 传播贡献(45.29),0360_大众哲学_马克思主义哲学_大众化.md；0763_冯友兰_新理学_马克思主义哲学.md；1069_马克思哲学_马克思主义哲学_关系论争.md；1823_马克思主义哲学_中国哲学.md；0372_大众哲学_马克思主义哲学_传播贡献.md,,价值观、价值哲学、马克思主义哲学,以新的哲学观重新观照马克思主义哲学中国化的历史；当代中国马克思主义哲学大众化的基本原则与推进路径_尚庆飞；马克思主义哲学在中国传播与发展的百年历史（下）,2；604-606,是,先核验原卡片再使用,先查主题页《马克思恩格斯经典文本与哲学关系》，再在 T3/T10 中检索：价值观|价值哲学|马克思主义哲学,否
